req_id,module,document,section,page,upstream_ids,status,confidence,evidence,rationale
SWS_CANIF_00795,CanIf,can_interface,8.6.3.8 <User_ClearTrcvWufFlagIndication>,133,,missing,1.00,,None of the candidates implement the requirement regarding the configurability of <User_ClearTrcvWufFlagIndication> based on the specified conditions.
SWS_CANIF_00796,CanIf,can_interface,8.6.3.8 <User_ClearTrcvWufFlagIndication>,133,,unverifiable,0.90,,"The requirement specifies configuration options that cannot be verified from the provided code, as it does not show any implementation details regarding CanIfPublicPnSupport and CanIfPublicTrcvPnEnable."
SWS_CANIF_00797,CanIf,can_interface,8.6.3.8 <User_ClearTrcvWufFlagIndication>,133,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_ClearTrcvWufFlagIndication>.
SWS_CANIF_00798,CanIf,can_interface,8.6.3.8 <User_ClearTrcvWufFlagIndication>,133,,missing,1.00,,None of the candidates implement the requirement regarding the configurability of the service name for <User_ClearTrcvWufFlagIndication>.
SWS_CANIF_00814,CanIf,can_interface,8.6.3.9 <User_CheckTrcvWakeFlagIndication>,133,,implemented,1.00,communication/CanIf/src/CanIf.c:1904-1923,The function directly corresponds to the requirement and performs the specified action.
SWS_CANIF_00800,CanIf,can_interface,8.6.3.9 <User_CheckTrcvWakeFlagIndication>,134,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_CheckTrcvWakeFlagIndication>.
SWS_CANIF_00801,CanIf,can_interface,8.6.3.9 <User_CheckTrcvWakeFlagIndication>,134,,missing,1.00,,None of the candidates implement the requirement regarding the configurability of <User_CheckTrcvWakeFlagIndication>().
SWS_CANIF_00802,CanIf,can_interface,8.6.3.9 <User_CheckTrcvWakeFlagIndication>,134,,missing,1.00,,None of the candidates implement the requirement for configuring <User_CheckTrcvWakeFlagIndication> based on CanIfPublicPnSupport and CanIfPublicTrcvPnEnable.
SWS_CANIF_00803,CanIf,can_interface,8.6.3.9 <User_CheckTrcvWakeFlagIndication>,134,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_CheckTrcvWakeFlagIndication>.
SWS_CANIF_00804,CanIf,can_interface,8.6.3.9 <User_CheckTrcvWakeFlagIndication>,134,,missing,1.00,,None of the candidates implement the requirement regarding the configurability of the service name for <User_CheckTrcvWakeFlagIndication>.
SWS_CANIF_00687,CanIf,can_interface,8.6.3.10 <User_ControllerModeIndication>,135,,implemented,0.90,communication/CanIf/src/CanIf.c:585-643,"The function CanIf_ControllerModeIndication is defined with the correct parameters and is claimed to implement the requirement, fulfilling the specification."
SWS_CANIF_00689,CanIf,can_interface,8.6.3.10 <User_ControllerModeIndication>,135,,missing,1.00,,None of the candidates implement the requirement for configuring <User_ControllerModeIndication>() by CanIfDispatchUserCtrlModeIndicationUL.
SWS_CANIF_00690,CanIf,can_interface,8.6.3.10 <User_ControllerModeIndication>,135,,missing,0.90,,"The requirement specifies a configuration for the function <User_ControllerModeIndication>(), but none of the candidates implement this configuration."
SWS_CANIF_00691,CanIf,can_interface,8.6.3.10 <User_ControllerModeIndication>,136,,missing,1.00,,"The candidates do not implement the requirement regarding the configuration of <User_ControllerModeIndication>(), as there is no indication that CanIfDispatchUserCtrlModeIndicationName is set to CanSM_ControllerModeIndication when CanIfDispatchUserCtrlModeIndicationUL is set to CAN_SM."
SWS_CANIF_00692,CanIf,can_interface,8.6.3.10 <User_ControllerModeIndication>,136,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of the function <User_ControllerModeIndication>.
SWS_CANIF_00693,CanIf,can_interface,8.6.3.11 <User_TrcvModeIndication>,136,,implemented,1.00,communication/CanIf/src/CanIf.c:1626-1647,"The function clearly matches the requirement for the <User_TrcvModeIndication> service, including the correct parameters and functionality."
SWS_CANIF_00694,CanIf,can_interface,8.6.3.11 <User_TrcvModeIndication>,137,,partial,0.80,communication/CanIf/src/CanIf.c:1626-1647,"The implementation of CanIf_TrcvModeIndication suggests some behavior related to the requirement, but it does not fully satisfy all aspects of the requirement regarding initialization and re-entrancy."
SWS_CANIF_00695,CanIf,can_interface,8.6.3.11 <User_TrcvModeIndication>,137,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_TrcvModeIndication>.
SWS_CANIF_00696,CanIf,can_interface,8.6.3.11 <User_TrcvModeIndication>,137,,missing,1.00,,None of the candidates implement the requirement regarding the configuration of <User_TrcvModeIndication>() for CanIf.
SWS_CANIF_00697,CanIf,can_interface,8.6.3.11 <User_TrcvModeIndication>,137,,missing,1.00,,"None of the candidates implement the requirement regarding the configuration of <User_TrcvModeIndication>(), specifically the relationship between CanIfDispatchUserTrcvModeIndicationUL and CanIfDispatchUserTrcvModeIndicationName."
SWS_CANIF_00698,CanIf,can_interface,8.6.3.11 <User_TrcvModeIndication>,137,,missing,1.00,,"None of the candidates implement the requirement regarding the configuration of <User_TrcvModeIndication>(), as there is no indication of the parameter CanIfDispatchUserTrcvModeIndicationName being configured."
SWS_CANIF_CONSTR_00001,CanIf,can_interface,10.2 Configuration constraints,222,SRS_Can_02003,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the requirement regarding CanIfRxPduCfg and CanIfRxPduXLParams is implemented.
SWS_CANIF_CONSTR_00002,CanIf,can_interface,10.2 Configuration constraints,222,SRS_Can_02003,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the requirement regarding CanIfTxPduXLParams and Priority ID configuration is implemented.
SWS_CANIF_CONSTR_00003,CanIf,can_interface,10.2 Configuration constraints,222,SRS_Can_02003,unverifiable,0.00,,The candidates do not provide sufficient information to determine if the requirement regarding CanIfRxPduCfg and CanIfRxPduXLParams is implemented.
SWS_CANIF_CONSTR_00004,CanIf,can_interface,10.2 Configuration constraints,222,SRS_Can_02003,unverifiable,0.90,,The candidates do not provide sufficient information to determine if the requirement regarding CanIfTxPduCfg and CanIfTxPduXLParams is implemented.
SWS_CANIF_CONSTR_00005,CanIf,can_interface,10.2 Configuration constraints,223,SRS_Can_02003,unverifiable,0.90,,The provided code does not contain any clear implementation related to the configuration of CanIfRxPduCfg or CanIfRxPduXLParams as specified in the requirement.
SWS_CANIF_CONSTR_00006,CanIf,can_interface,10.2 Configuration constraints,223,SRS_Can_02003,unverifiable,0.50,,The candidates do not provide sufficient information to determine if the requirement regarding CanIfTxPduCfg and CAN XL parameters is implemented.
SWS_CANIF_CONSTR_00007,CanIf,can_interface,10.2 Configuration constraints,223,SRS_Can_02003,unverifiable,0.00,,The candidates do not provide sufficient information to determine if the requirement is implemented.
SWS_CANIF_CONSTR_00008,CanIf,can_interface,10.2 Configuration constraints,223,SRS_Can_02003,unverifiable,0.90,,The provided code does not contain any clear implementation related to the specified requirement regarding CanIfTxPduCfg and CanIfTxPduXLParams.
SWS_CANIF_CONSTR_00009,CanIf,can_interface,10.2 Configuration constraints,223,SRS_Can_02003,unverifiable,0.90,,The provided code does not contain any clear implementation related to the specified requirement regarding CanIfRxPduCfg and CanIfRxPduXLParams.
SWS_CANIF_CONSTR_00010,CanIf,can_interface,10.2 Configuration constraints,223,SRS_Can_02003,missing,1.00,,None of the candidates implement the requirement regarding the configuration of CanIfTxPduXLParams and the Acceptance Field.
SWS_CANIF_CONSTR_00011,CanIf,can_interface,10.2 Configuration constraints,223,SRS_Can_02003,unverifiable,0.90,,The provided code does not contain any relevant information regarding the configuration constraints specified in the requirement.
SWS_CANIF_CONSTR_00012,CanIf,can_interface,10.2 Configuration constraints,224,SRS_Can_02003,missing,1.00,,None of the candidates implement the requirement regarding the configuration constraints for CanIfTxPduCfg and CanIfTxPduXLParams.
SWS_CANIF_CONSTR_00013,CanIf,can_interface,10.2 Configuration constraints,224,SRS_Can_02003,unverifiable,0.90,,"The candidates do not provide sufficient information to determine if the requirement is implemented, as they do not reference the specific configuration constraints related to CanIfRxPduCfg and CanIfTxPduXLParams."
SWS_CANIF_CONSTR_00014,CanIf,can_interface,10.2 Configuration constraints,224,SRS_Can_02003,unverifiable,0.00,,The provided code does not contain sufficient information to determine if the requirement regarding CanIfTxPduXLParams.CanIfXLSduType configuration is met.
